,maturity,K,cbid,cask,pbid,pask,qty_cbid,qty_cask,qty_pbid,qty_pask,ts_cbid,ts_cask,ts_pbid,ts_pask,F_market,S,F_calc,ts,age_cbid,age_cask,age_pbid,age_pask
6,2022-11-25,1300.0,0.085,0.086,0.0845,0.086,15.0,121.0,101.0,504.0,1667973898.0,1667973898.0,1667973897.0,1667973897.0,1300.6,1302.1946074249665,1298.9923331444206,1667973901,3.0,3.0,4.0,4.0
3,2022-11-25,1350.0,0.0655,0.0665,0.103,0.105,124.0,285.0,90.0,90.0,1667973896.0,1667973896.0,1667973899.0,1667973899.0,1300.6,1302.1946074249665,1298.9923331444206,1667973901,5.0,5.0,2.0,2.0
0,2022-11-25,1400.0,0.0495,0.0505,0.106,0.146,161.0,85.0,70.0,70.0,1667973896.0,1667973896.0,1667973895.0,1667973895.0,1300.6,1302.1946074249665,1298.9923331444206,1667973901,5.0,5.0,6.0,6.0
1,2022-11-25,1450.0,0.037,0.038,0.127,0.1765,11.0,128.0,85.0,85.0,1667973898.0,1667973898.0,1667973899.0,1667973899.0,1300.6,1302.1946074249665,1298.9923331444206,1667973901,3.0,3.0,2.0,2.0
19,2022-11-25,1500.0,0.027,0.0285,0.152,0.211,320.0,189.0,70.0,70.0,1667973895.0,1667973895.0,1667973899.0,1667973899.0,1300.6,1302.1946074249665,1298.9923331444206,1667973901,6.0,6.0,2.0,2.0
14,2022-11-25,1600.0,0.0145,0.0155,,0.323,297.0,143.0,,2.0,1667973892.0,1667973892.0,,1667973897.0,1300.6,1302.1946074249665,1298.9923331444206,1667973901,9.0,9.0,,4.0
9,2022-11-25,1700.0,0.008,0.009,0.055,0.383,333.0,392.0,20.0,2.0,1667973898.0,1667973898.0,1667973899.0,1667973899.0,1300.6,1302.1946074249665,1298.9923331444206,1667973901,3.0,3.0,2.0,2.0
23,2022-11-25,1800.0,0.0045,0.0055,0.001,,354.0,584.0,1.0,,1667973896.0,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,5.0,5.0,2.0,
22,2022-11-25,1900.0,0.003,0.004,0.001,,243.0,574.0,1.0,,1667973897.0,1667973897.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,4.0,4.0,2.0,
12,2022-11-25,2000.0,0.002,0.003,0.001,,2625.0,750.0,1.0,,1667973893.0,1667973893.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,8.0,8.0,2.0,
13,2022-11-25,2100.0,0.001,0.002,0.001,,37.0,503.0,1.0,,1667973896.0,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,5.0,5.0,2.0,
18,2022-11-25,2200.0,0.001,0.0015,0.001,,48.0,442.0,1.0,,1667973896.0,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,5.0,5.0,2.0,
11,2022-11-25,2300.0,0.0005,0.001,0.001,,58.0,432.0,1.0,,1667973896.0,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,5.0,5.0,2.0,
15,2022-11-25,2400.0,0.0005,0.001,0.001,,2.0,442.0,1.0,,1667973896.0,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,5.0,5.0,2.0,
32,2022-11-25,2500.0,,0.001,0.001,,,442.0,1.0,,,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,,5.0,2.0,
30,2022-11-25,2600.0,,0.001,0.001,,,592.0,1.0,,,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,,5.0,2.0,
29,2022-11-25,2700.0,,0.001,0.001,,,592.0,1.0,,,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,,5.0,2.0,
31,2022-11-25,2800.0,,0.001,0.001,,,592.0,1.0,,,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,,5.0,2.0,
24,2022-11-25,3000.0,,0.001,,,,592.0,,,,1667973896.0,,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,,5.0,,
27,2022-11-25,3200.0,,0.0005,0.001,,,442.0,1.0,,,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,,5.0,2.0,
25,2022-11-25,3400.0,,0.0005,0.001,,,442.0,1.0,,,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,,5.0,2.0,
28,2022-11-25,3600.0,,0.0005,0.001,,,442.0,1.0,,,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,,5.0,2.0,
26,2022-11-25,3800.0,,0.0005,0.001,,,442.0,1.0,,,1667973896.0,1667973899.0,,1300.6,1302.1946074249665,1298.9923331444206,1667973901,,5.0,2.0,
