,maturity,K,cbid,cask,pbid,pask,qty_cbid,qty_cask,qty_pbid,qty_pask,ts_cbid,ts_cask,ts_pbid,ts_pask,F_market,S,F_calc,ts,age_cbid,age_cask,age_pbid,age_pask
27,2022-11-11,10000.0,,,,0.001,,,,50.1,,,,1667973896.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,,,5.0
28,2022-11-11,11000.0,,,,0.001,,,,49.5,,,,1667973896.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,,,5.0
26,2022-11-11,12000.0,,,0.0005,0.001,,,4.5,34.3,,,1667973897.0,1667973897.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,,4.0,4.0
25,2022-11-11,13000.0,,,0.0005,0.0015,,,48.0,77.5,,,1667973899.0,1667973899.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,,2.0,2.0
23,2022-11-11,14000.0,,,0.0015,0.002,,,2.2,51.0,,,1667973899.0,1667973899.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,,2.0,2.0
20,2022-11-11,15000.0,,,0.002,0.003,,,53.3,94.9,,,1667973897.0,1667973897.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,,4.0,4.0
22,2022-11-11,16000.0,,,0.004,0.005,,,28.7,60.0,,,1667973898.0,1667973898.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,,3.0,3.0
24,2022-11-11,16500.0,,,0.0055,0.0065,,,92.0,29.7,,,1667973898.0,1667973898.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,,3.0,3.0
21,2022-11-11,17000.0,,,0.0085,0.009,,,32.0,5.0,,,1667973899.0,1667973899.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,,2.0,2.0
7,2022-11-11,17500.0,0.0585,,0.013,0.0135,14.9,,1.0,13.1,1667973890.0,,1667973895.0,1667973895.0,18382.0,18386.15310578201,18382.797615051782,1667973901,11.0,,6.0,6.0
4,2022-11-11,18000.0,0.04,0.0415,0.02,0.021,35.2,9.8,4.7,36.7,1667973899.0,1667973899.0,1667973898.0,1667973898.0,18382.0,18386.15310578201,18382.797615051782,1667973901,2.0,2.0,3.0,3.0
